fecha,RH,TMP,WDR,WSP
2015-01-01,60.56547619047619,13.385714285714286,156.72303921568627,1.9333333333333331
2015-01-02,52.45238095238095,13.567261904761905,176.7107843137255,2.5598039215686272
2015-01-03,55.763636363636365,13.893333333333333,190.83084577114428,2.136318407960199
2015-01-04,62.77678571428572,12.536011904761905,196.3063725490196,2.592647058823529
2015-01-05,70.27184466019418,9.07022653721683,266.8897637795276,2.963517060367454
2015-01-06,73.94920634920635,10.029523809523807,216.6020671834625,2.143410852713178
2015-01-07,62.972477064220186,12.78532110091743,226.99749373433585,2.993734335839599
2015-01-08,65.82727272727273,10.366060606060604,220.05555555555557,2.5674603174603177
2015-01-09,65.45016077170418,11.086495176848874,204.6686567164179,1.8528358208955225
2015-01-10,64.45419847328245,12.390076335877865,172.04823151125402,1.7983922829581993
2015-01-11,56.33566433566433,12.936713286713289,168.2694610778443,1.6790419161676646
2015-01-12,53.95512820512821,13.502243589743587,178.90833333333333,1.545
2015-01-13,50.50892857142857,13.647321428571429,164.5514705882353,1.6112745098039216
2015-01-14,55.5987460815047,13.81128526645768,158.7621483375959,1.6580562659846547
2015-01-15,50.66319444444444,14.71111111111111,167.51810584958218,1.6646239554317548
2015-01-16,49.17261904761905,14.729464285714286,173.87760416666666,1.7236979166666666
2015-01-17,51.958333333333336,14.63065476190476,175.53385416666666,1.4966145833333333
2015-01-18,53.63988095238095,13.76577380952381,224.33333333333331,1.9927083333333333
2015-01-19,53.81736526946108,13.755389221556886,188.09947643979055,1.7683246073298429
2015-01-20,52.132132132132135,14.766666666666667,177.56430446194227,1.5829396325459315
2015-01-21,53.96699669966997,15.896369636963696,173.13675213675214,2.0646723646723646
2015-01-22,53.75,15.70922619047619,193.8172323759791,2.3287206266318536
2015-01-23,53.39385474860335,14.845810055865922,186.43950617283951,2.063950617283951
2015-01-24,54.53611111111111,14.544166666666667,172.02948402948402,2.036855036855037
2015-01-25,57.325,13.944166666666666,194.5049019607843,1.7377450980392155
2015-01-26,51.443820224719104,14.33679775280899,228.1764705882353,1.969117647058824
2015-01-27,44.63333333333333,14.570277777777775,192.76157407407408,2.123148148148148
2015-01-28,45.76119402985075,14.42686567164179,219.9014778325123,2.3339901477832514
2015-01-29,43.99438202247191,13.740168539325843,193.6019184652278,2.458033573141486
2015-01-30,48.06963788300836,11.757381615598886,193.0980861244019,1.9935406698564595
2015-01-31,47.41111111111111,13.127777777777778,174.6851851851852,2.225462962962963
2015-02-01,47.35310734463277,13.711581920903956,179.53286384976525,2.20093896713615
2015-02-02,49.35964912280702,13.219005847953216,177.6280193236715,2.309903381642512
2015-02-03,56.42406876790831,13.51862464183381,177.2850356294537,2.4529691211401423
2015-02-04,50.408408408408405,14.476876876876878,196.27475247524757,1.9636138613861387
2015-02-05,54.02439024390244,12.814024390243905,217.90931989924437,2.3455919395465994
2015-02-06,51.37222222222222,12.047777777777778,215.02716049382715,2.088395061728395
2015-02-07,32.90985915492958,12.55977653631285,174.8861386138614,1.6646039603960396
2015-02-08,31.23333333333333,13.866111111111111,170.63480392156862,1.7174019607843138
2015-02-09,32.09192200557103,12.970194986072425,174.40540540540542,2.366093366093366
2015-02-10,36.80303030303031,13.161818181818182,187.7542372881356,1.781638418079096
2015-02-11,47.15966386554622,13.289635854341736,193.48930481283423,1.95
2015-02-12,66.49717514124293,11.588418079096046,212.1468926553672,2.1920903954802258
2015-02-13,68.7661971830986,11.038440111420613,230.68523676880224,1.7545961002785515
2015-02-14,67.40947075208913,10.81782729805014,192.7362924281984,1.4331592689295038
2015-02-15,55.13055555555555,14.303333333333333,171.9921875,1.45546875
2015-02-16,51.18537859007833,15.949869451697127,189.6879606879607,2.3742014742014743
2015-02-17,46.72295514511873,16.406068601583115,192.6129032258065,1.9042183622828783
2015-02-18,49.76190476190476,16.672268907563026,185.5748031496063,1.788713910761155
2015-02-19,47.97112860892389,16.345669291338584,192.9703703703704,1.9014814814814816
2015-02-20,49.52910052910053,16.694708994708996,172.12254901960785,1.7291666666666667
2015-02-21,49.90555555555556,17.890833333333333,170.4142156862745,1.704656862745098
2015-02-22,40.29295774647888,18.705915492957747,176.87593052109182,1.8397022332506203
2015-02-23,28.24739583333333,18.376822916666665,199.11458333333331,2.2135416666666665
2015-02-24,41.18229166666666,17.2671875,168.19010416666666,1.7403645833333334
2015-02-25,42.578125,18.133854166666666,196.54947916666663,2.333854166666667
2015-02-26,41.7578125,17.6671875,186.7154046997389,2.5469973890339426
2015-02-27,39.31578947368421,16.65703125,191.36979166666663,2.3838541666666666
2015-02-28,40.90277777777778,17.30027777777778,164.79722222222222,2.0741666666666667
2015-03-01,40.40625,17.68203125,169.96875,1.8309895833333332
2015-03-02,38.029023746701846,17.81055408970976,171.59366754617415,1.8068601583113455
2015-03-03,43.11936339522546,17.455526315789474,152.3148148148148,1.7161375661375662
2015-03-04,39.848958333333336,18.765885416666663,164.2421875,1.8125
2015-03-05,47.352,17.448266666666665,195.46666666666667,2.849333333333333
2015-03-06,57.953125,15.13984375,209.82291666666663,2.33984375
2015-03-07,56.27937336814622,15.253524804177546,167.25848563968668,1.989817232375979
2015-03-08,52.6151832460733,16.528534031413614,176.088772845953,2.007832898172324
2015-03-09,46.281984334203656,16.631070496083552,172.08616187989557,2.154569190600522
2015-03-10,59.53687315634218,14.7070796460177,195.78529411764703,2.736470588235294
2015-03-11,69.89693593314763,11.522388059701491,169.48055555555555,2.321111111111111
2015-03-12,60.17878787878788,12.54967320261438,179.66767371601208,3.2401812688821754
2015-03-13,53.4804469273743,14.017261904761904,180.35,2.694722222222222
2015-03-14,70.16991643454038,13.020298507462687,177.0,2.97966573816156
2015-03-15,81.5798319327731,11.21771771771772,236.3809523809524,2.114565826330532
2015-03-16,60.471698113207545,15.826101694915254,174.36990595611286,2.6335423197492163
2015-03-17,59.97839506172839,16.916501650165017,185.16819571865443,2.1409785932721714
2015-03-18,55.95014662756599,17.730283911671926,188.2991202346041,1.9131964809384163
2015-03-19,57.46900269541779,17.801159420289856,186.6469002695418,1.9153638814016167
2015-03-20,64.12532637075718,16.525626740947075,179.03916449086162,1.7190600522193211
2015-03-21,59.84635416666666,17.190555555555555,176.30989583333334,1.9403645833333332
2015-03-22,56.67979002624672,17.77703081232493,183.2755905511811,1.689238845144357
2015-03-23,68.29362880886427,16.756417910447762,190.8781163434903,1.989750692520776
2015-03-24,64.07310704960835,15.980222841225627,163.29679144385025,1.7855614973262033
2015-03-25,57.161458333333336,16.435,170.19722222222222,2.0094444444444446
2015-03-26,54.309895833333336,16.223119777158775,177.19166666666666,1.9388888888888889
2015-03-27,68.66421568627452,14.309635416666667,192.13020833333331,2.046614583333333
2015-03-28,76.35398230088495,12.916190476190476,169.5132743362832,1.7994100294985251
2015-03-29,64.36065573770492,14.898830409356725,181.51092896174865,1.8166666666666669
2015-03-30,46.73544973544973,16.140960451977403,182.02645502645504,2.058994708994709
2015-03-31,43.65162907268171,16.94366576819407,181.67418546365917,1.7726817042606515
2015-04-01,57.227064220183486,17.201154734411084,158.86467889908258,1.8057339449541283
2015-04-02,67.0046403712297,16.71841491841492,169.39907192575407,1.5440835266821349
2015-04-03,50.65268065268065,18.54837962962963,185.80324074074076,1.9381944444444448
2015-04-04,41.49651972157773,17.435034802784223,224.55916473317865,2.64431554524362
2015-04-05,51.53504672897196,16.982159624413146,203.55607476635515,1.8647196261682244
2015-04-06,44.77676537585421,18.73872437357631,185.38952164009112,2.1867881548974943
2015-04-07,36.74266365688488,18.26787330316742,202.85327313769756,2.176975169300226
2015-04-08,52.3587962962963,18.42199074074074,152.96052631578948,1.9833333333333332
2015-04-09,46.425438596491226,19.829791666666665,173.7625,2.022708333333333
2015-04-10,43.76754385964912,19.1725,183.72291666666663,2.301041666666667
2015-04-11,62.13692946058092,16.847412008281573,216.52587991718423,1.8184265010351968
2015-04-12,55.068,18.1578,189.628,1.948
2015-04-13,57.8021052631579,17.964779874213836,176.86820083682008,2.187029288702929
2015-04-14,53.86975717439294,18.664642082429506,174.96753246753246,2.36991341991342
2015-04-15,56.98956158663883,18.240292275574117,175.01673640167365,2.342468619246862
2015-04-16,49.577319587628864,19.14959514170041,175.48347107438016,2.183471074380165
2015-04-17,49.86497890295359,18.906060606060606,166.07243460764587,1.8030181086519117
2015-04-18,47.48804780876494,19.22485089463221,180.5685884691849,2.3854870775347914
2015-04-19,40.12301587301587,19.72579365079365,189.57142857142856,2.2527777777777778
2015-04-20,39.57667386609072,19.943844492440604,171.63636363636363,2.19323467230444
2015-04-21,51.39451476793249,20.554803493449786,191.31645569620247,2.420675105485232
2015-04-22,54.47533632286996,19.197635933806147,173.04910714285714,1.8810267857142855
2015-04-23,47.153301886792455,20.348039215686278,167.9516129032258,2.3
2015-04-24,45.89111111111111,20.61924882629108,176.22666666666666,2.7271111111111117
2015-04-25,46.11297071129707,20.701321585903084,180.09812108559498,2.55678496868476
2015-04-26,42.14978902953587,20.526888888888887,176.16455696202533,2.656118143459916
2015-04-27,36.21367521367522,20.14617117117117,195.5854700854701,2.3049145299145297
2015-04-28,45.30092592592592,19.273039215686275,176.10185185185185,1.9997685185185183
2015-04-29,76.33114035087719,15.59074074074074,162.97368421052633,1.8394736842105264
2015-04-30,70.90217391304348,15.80110375275938,167.16135881104034,2.200212314225053
2015-05-01,57.82212581344903,16.79862385321101,199.6941431670282,2.0086767895878523
2015-05-02,67.72768878718536,15.57391304347826,179.80365296803652,1.7554794520547945
2015-05-03,59.75888324873097,18.324365482233503,168.4976076555024,1.7066985645933015
2015-05-04,63.80940594059406,18.14752475247525,173.27039627039628,1.957342657342657
2015-05-05,62.27455357142857,18.164285714285715,164.35654008438817,1.8645569620253164
2015-05-06,63.82180293501048,17.52125,178.88690476190476,2.2503968253968254
2015-05-07,61.02547770700637,18.14198312236287,160.23493975903614,2.25281124497992
2015-05-08,59.48897795591182,18.77254509018036,164.75525812619503,2.008413001912046
2015-05-09,49.9873417721519,20.402315789473683,181.4629258517034,1.7364729458917836
2015-05-10,49.95208333333333,20.1925,177.4781746031746,2.083333333333333
2015-05-11,52.701670644391406,19.68400954653938,157.4269911504425,2.1033185840707964
2015-05-12,67.640625,16.96331096196868,198.7372881355932,2.4292372881355933
2015-05-13,74.83179723502305,15.965141612200435,172.161220043573,1.89041394335512
2015-05-14,68.0627802690583,16.9771855010661,193.0744680851064,2.01
2015-05-15,66.47912087912088,17.544676409185804,201.02922755741128,1.9319415448851776
2015-05-16,72.57582417582418,16.635208333333335,156.69583333333333,1.8970833333333332
2015-05-17,68.22850678733032,17.550643776824035,159.0214592274678,1.9641630901287557
